,OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
54615,Grupo LATAM,10,I,Lima,Miercoles,0
40837,Grupo LATAM,8,N,Castro (Chiloe),Miercoles,0
54244,Grupo LATAM,10,I,Buenos Aires,Viernes,0
14345,Grupo LATAM,3,N,Calama,Domingo,0
10679,Grupo LATAM,2,I,Nueva York,Viernes,1
48175,Grupo LATAM,9,N,Arica,Martes,0
65571,Grupo LATAM,12,N,Puerto Montt,Sabado,0
27428,American Airlines,6,I,Miami,Jueves,0
55211,Grupo LATAM,10,I,Lima,Sabado,0
28225,Grupo LATAM,6,I,Rio de Janeiro,Martes,0
1681,Sky Airline,1,N,La Serena,Viernes,0
64685,Grupo LATAM,12,N,Antofagasta,Miercoles,0
37981,Grupo LATAM,7,I,Guayaquil,Domingo,1
41588,Grupo LATAM,8,N,Concepcion,Jueves,1
29745,Grupo LATAM,6,N,Antofagasta,Domingo,0
27601,Aerolineas Argentinas,6,I,Buenos Aires,Viernes,0
2127,Sky Airline,1,N,Iquique,Martes,0
37170,Grupo LATAM,7,I,Buenos Aires,Lunes,1
14694,Grupo LATAM,3,N,Concepcion,Lunes,0
30509,Grupo LATAM,6,N,Puerto Montt,Lunes,0
24451,Grupo LATAM,5,N,Antofagasta,Martes,0
27172,Grupo LATAM,5,I,Lima,Lunes,0
30171,Grupo LATAM,6,N,Concepcion,Viernes,1
15075,Grupo LATAM,3,N,Puerto Montt,Jueves,0
7248,Sky Airline,2,N,Punta Arenas,Lunes,0
34985,Grupo LATAM,7,N,Punta Arenas,Viernes,0
57957,Sky Airline,11,I,Buenos Aires,Lunes,0
42795,Grupo LATAM,8,I,Mendoza,Jueves,0
10814,Grupo LATAM,2,I,Los Angeles,Sabado,1
18295,Sky Airline,4,N,Puerto Montt,Lunes,0
55364,Grupo LATAM,10,I,Sao Paulo,Sabado,1
60051,Grupo LATAM,11,N,Arica,Miercoles,0
49962,Aerolineas Argentinas,10,I,Buenos Aires,Lunes,0
42382,Grupo LATAM,8,N,Antofagasta,Sabado,0
12177,Copa Air,3,I,Ciudad de Panama,Miercoles,0
50067,Aerolineas Argentinas,10,I,Buenos Aires,Sabado,0
53779,Grupo LATAM,10,N,Calama,Viernes,1
13770,Sky Airline,3,I,Mendoza,Domingo,0
60612,Grupo LATAM,11,I,Nueva York,Viernes,1
64749,Grupo LATAM,12,N,Antofagasta,Sabado,0
9361,Grupo LATAM,2,N,Temuco,Lunes,1
9678,Grupo LATAM,2,N,Puerto Montt,Jueves,0
4265,Grupo LATAM,1,N,La Serena,Viernes,0
18515,Sky Airline,4,N,La Serena,Sabado,1
10549,Grupo LATAM,2,I,Buenos Aires,Domingo,0
32652,Aerolineas Argentinas,7,I,Buenos Aires,Viernes,1
65312,Grupo LATAM,12,N,Concepcion,Lunes,0
240,Aerolineas Argentinas,1,I,Buenos Aires,Sabado,0
49126,Grupo LATAM,9,I,Auckland N.Z.,Jueves,1
19406,Grupo LATAM,4,N,Antofagasta,Jueves,0
32567,Aerolineas Argentinas,7,I,Buenos Aires,Miercoles,0
35119,Grupo LATAM,7,N,Antofagasta,Lunes,0
40625,Sky Airline,8,I,Buenos Aires,Domingo,0
10861,Grupo LATAM,2,I,Lima,Martes,0
61920,American Airlines,12,I,Dallas,Jueves,0
12617,Grupo LATAM,3,I,Rio de Janeiro,Lunes,0
38493,Air Canada,8,I,Toronto,Jueves,0
27274,Latin American Wings,5,N,Puerto Montt,Miercoles,0
20387,Grupo LATAM,4,N,Punta Arenas,Domingo,0
14698,Grupo LATAM,3,N,Concepcion,Viernes,0
62254,Avianca,12,I,Bogota,Lunes,1
18909,Sky Airline,4,N,Iquique,Martes,0
60010,Grupo LATAM,11,N,Arica,Jueves,0
16955,Grupo LATAM,3,I,Lima,Lunes,1
3255,Grupo LATAM,1,N,Iquique,Viernes,0
48074,Grupo LATAM,9,N,Calama,Viernes,0
8108,Sky Airline,2,N,Arica,Jueves,1
49021,Grupo LATAM,9,I,Madrid,Viernes,0
34585,Sky Airline,7,N,Arica,Martes,0
19147,Sky Airline,4,I,Lima,Sabado,0
10241,Grupo LATAM,2,N,Calama,Sabado,0
25821,Grupo LATAM,5,N,Antofagasta,Domingo,1
52736,Grupo LATAM,10,N,Iquique,Miercoles,1
12650,Grupo LATAM,3,I,Rio de Janeiro,Jueves,0
16700,Grupo LATAM,3,I,La Paz,Martes,0
45148,Grupo LATAM,9,I,Sao Paulo,Viernes,0
25878,Grupo LATAM,5,N,Calama,Lunes,1
15944,Grupo LATAM,3,I,Buenos Aires,Jueves,0
43502,Grupo LATAM,8,I,Sao Paulo,Viernes,1
55979,Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
27161,Grupo LATAM,5,I,Lima,Viernes,1
62513,Gol Trans,12,I,Sao Paulo,Viernes,0
20551,Grupo LATAM,4,N,La Serena,Viernes,0
24661,Grupo LATAM,5,N,Calama,Miercoles,0
24375,Grupo LATAM,5,N,Copiapo,Domingo,0
22606,Alitalia,5,I,Roma,Lunes,0
278,Aerolineas Argentinas,1,I,Buenos Aires,Miercoles,0
64571,Grupo LATAM,12,N,Punta Arenas,Viernes,1
18601,Sky Airline,4,N,Copiapo,Lunes,0
55544,JetSmart SPA,10,N,Calama,Miercoles,0
7921,Sky Airline,2,N,Antofagasta,Martes,0
8385,Grupo LATAM,2,N,Puerto Natales,Sabado,1
60196,Grupo LATAM,11,I,Mendoza,Viernes,0
10300,Grupo LATAM,2,N,Iquique,Miercoles,0
30079,Grupo LATAM,6,N,Concepcion,Viernes,0
66109,Grupo LATAM,12,N,Calama,Jueves,1
17106,Latin American Wings,3,I,Lima,Jueves,1
37268,Grupo LATAM,7,I,Cordoba,Viernes,1
48889,Grupo LATAM,9,I,Ciudad de Mexico,Sabado,0
27720,Aerolineas Argentinas,6,I,Buenos Aires,Miercoles,1
50193,Copa Air,10,I,Ciudad de Panama,Viernes,0
34608,Sky Airline,7,N,Arica,Domingo,0
55267,Grupo LATAM,10,I,Lima,Lunes,0
36024,Grupo LATAM,7,N,Puerto Montt,Domingo,1
68023,JetSmart SPA,12,N,La Serena,Domingo,0
60775,Grupo LATAM,11,I,Lima,Domingo,1
17110,Latin American Wings,3,I,Lima,Lunes,0
67608,Grupo LATAM,12,I,Buenos Aires,Domingo,0
21873,Grupo LATAM,4,N,Punta Arenas,Sabado,1
39125,Gol Trans,8,I,Rio de Janeiro,Viernes,0
43196,Grupo LATAM,8,I,Nueva York,Martes,0
17604,Copa Air,4,I,Ciudad de Panama,Domingo,0
62144,Aerolineas Argentinas,12,I,Buenos Aires,Martes,0
17483,Avianca,4,I,Bogota,Jueves,0
35544,Grupo LATAM,7,N,Iquique,Miercoles,0
52001,Sky Airline,10,I,Rosario,Jueves,1
28475,Sky Airline,6,N,Punta Arenas,Sabado,0
2045,Sky Airline,1,N,Iquique,Lunes,0
41979,Grupo LATAM,8,N,Puerto Montt,Lunes,0
44573,Copa Air,9,I,Ciudad de Panama,Lunes,0
60656,Grupo LATAM,11,I,Bogota,Sabado,0
14975,Grupo LATAM,3,N,Puerto Montt,Lunes,0
45290,Sky Airline,9,N,Puerto Montt,Lunes,1
41988,Grupo LATAM,8,N,Balmaceda,Miercoles,0
48112,Grupo LATAM,9,N,Calama,Domingo,1
17709,Copa Air,4,I,Ciudad de Panama,Jueves,0
41197,Grupo LATAM,8,N,Calama,Martes,0
62340,Copa Air,12,I,Ciudad de Panama,Jueves,0
13322,Sky Airline,3,N,Calama,Viernes,0
49113,Grupo LATAM,9,I,Auckland N.Z.,Viernes,0
2504,Sky Airline,1,I,Lima,Jueves,0
35694,Grupo LATAM,7,N,Concepcion,Domingo,0
55530,JetSmart SPA,10,N,Calama,Jueves,1
20128,Grupo LATAM,4,N,Valdivia,Viernes,0
54153,Grupo LATAM,10,I,Buenos Aires,Lunes,0
38551,Aeromexico,8,I,Ciudad de Mexico,Domingo,0
13334,Sky Airline,3,N,Antofagasta,Jueves,0
50253,Copa Air,10,I,Ciudad de Panama,Miercoles,1
46954,Grupo LATAM,9,N,Iquique,Jueves,0
25353,Grupo LATAM,5,N,Puerto Montt,Lunes,0
40068,Sky Airline,8,N,Copiapo,Lunes,0
21688,Grupo LATAM,4,I,Madrid,Jueves,1
28262,Grupo LATAM,6,I,Sao Paulo,Domingo,0
52434,Grupo LATAM,10,N,Calama,Martes,0
4316,Grupo LATAM,1,N,Antofagasta,Miercoles,1
29565,Grupo LATAM,6,N,Copiapo,Miercoles,0
7510,Sky Airline,2,N,Concepcion,Viernes,0
4814,Grupo LATAM,1,I,Buenos Aires,Lunes,0
12780,Sky Airline,3,N,Puerto Montt,Sabado,0
60422,Grupo LATAM,11,I,Buenos Aires,Martes,1
26433,Grupo LATAM,5,I,Buenos Aires,Lunes,0
16045,Grupo LATAM,3,I,Buenos Aires,Sabado,0
43949,Latin American Wings,8,I,Mendoza,Viernes,1
25553,Grupo LATAM,5,N,Puerto Montt,Miercoles,0
9667,Grupo LATAM,2,N,Balmaceda,Viernes,0
61135,Grupo LATAM,11,N,Antofagasta,Miercoles,1
35443,Grupo LATAM,7,N,Iquique,Martes,0
64111,Sky Airline,12,N,Arica,Domingo,1
48903,Grupo LATAM,9,I,Ciudad de Mexico,Sabado,0
8489,Grupo LATAM,2,N,Balmaceda,Martes,0
61090,Grupo LATAM,11,I,La Paz,Martes,0
37372,Grupo LATAM,7,I,Lima,Lunes,0
11868,Aerolineas Argentinas,3,I,Buenos Aires,Jueves,0
34590,Sky Airline,7,N,Arica,Lunes,1
24433,Grupo LATAM,5,N,Antofagasta,Miercoles,0
29563,Grupo LATAM,6,N,Copiapo,Lunes,0
5152,Grupo LATAM,1,I,Lima,Domingo,0
62989,Grupo LATAM,12,I,Rio de Janeiro,Miercoles,0
13499,Sky Airline,3,N,Iquique,Viernes,0
9028,Grupo LATAM,2,N,Iquique,Lunes,0
3444,Grupo LATAM,1,N,Concepcion,Domingo,0
39871,Sky Airline,8,N,Temuco,Viernes,0
3152,Grupo LATAM,1,N,Antofagasta,Martes,1
12439,United Airlines,3,I,Houston,Lunes,0
47760,Grupo LATAM,9,N,La Serena,Miercoles,0
20186,Grupo LATAM,4,N,Puerto Montt,Martes,0
43817,Grupo LATAM,8,I,Lima,Miercoles,0
26861,Grupo LATAM,5,I,Madrid,Jueves,0
43954,Latin American Wings,8,I,Mendoza,Viernes,1
61016,Grupo LATAM,11,N,Isla de Pascua,Viernes,0
17513,Avianca,4,I,Bogota,Jueves,0
18576,Sky Airline,4,N,Copiapo,Martes,0
4848,Grupo LATAM,1,I,Buenos Aires,Lunes,0
35141,Grupo LATAM,7,N,Antofagasta,Miercoles,0
18485,Sky Airline,4,N,Concepcion,Sabado,0
65654,Grupo LATAM,12,N,Puerto Montt,Viernes,0
3568,Grupo LATAM,1,N,Temuco,Domingo,0
2550,Grupo LATAM,1,N,Antofagasta,Jueves,0
34130,Sky Airline,7,N,Copiapo,Sabado,0
49594,JetSmart SPA,9,N,Calama,Domingo,0
11823,Aeromexico,3,I,Ciudad de Mexico,Lunes,0
20782,Grupo LATAM,4,N,Calama,Jueves,0
34950,Grupo LATAM,7,N,Puerto Montt,Jueves,1
31005,Grupo LATAM,6,N,Calama,Lunes,0
1266,Sky Airline,1,N,Punta Arenas,Jueves,0
88,Air Canada,1,I,Buenos Aires,Martes,1
39936,Sky Airline,8,N,Concepcion,Viernes,0
18563,Sky Airline,4,N,La Serena,Miercoles,0
47746,Grupo LATAM,9,N,Punta Arenas,Sabado,0
40735,Sky Airline,8,I,Lima,Lunes,1
40503,Sky Airline,8,N,Arica,Miercoles,1
4078,Grupo LATAM,1,N,Puerto Montt,Sabado,0
53241,Grupo LATAM,10,N,Puerto Montt,Jueves,0
35350,Grupo LATAM,7,N,Calama,Lunes,0
10471,Grupo LATAM,2,I,Buenos Aires,Viernes,0
17964,Grupo LATAM,4,I,Rio de Janeiro,Martes,0
49197,Grupo LATAM,9,I,La Paz,Viernes,0
2789,Grupo LATAM,1,N,Antofagasta,Lunes,0
3396,Grupo LATAM,1,N,Concepcion,Miercoles,0
38345,Latin American Wings,7,I,Lima,Jueves,0
49992,Aerolineas Argentinas,10,I,Buenos Aires,Jueves,0
7665,Sky Airline,2,N,Copiapo,Domingo,0
47749,Grupo LATAM,9,N,La Serena,Sabado,0
40491,Sky Airline,8,N,Arica,Viernes,0
37321,Grupo LATAM,7,I,Miami,Jueves,0
55028,Grupo LATAM,10,I,La Paz,Martes,0
44569,Copa Air,9,I,Ciudad de Panama,Jueves,0
66270,Grupo LATAM,12,N,Arica,Domingo,0
67444,Grupo LATAM,12,I,Florianapolis,Sabado,0
15414,Grupo LATAM,3,N,Copiapo,Miercoles,1
17167,American Airlines,4,I,Miami,Jueves,1
64115,Sky Airline,12,N,Arica,Domingo,0
62598,K.L.M.,12,I,Buenos Aires,Sabado,0
24010,Sky Airline,5,N,Iquique,Sabado,0
47228,Grupo LATAM,9,N,Concepcion,Viernes,0
31839,Grupo LATAM,6,I,Madrid,Domingo,1
50577,Oceanair Linhas Aereas,10,I,Sao Paulo,Lunes,0
36677,Grupo LATAM,7,N,Calama,Sabado,0
5506,Grupo LATAM,1,I,Auckland N.Z.,Jueves,0
15325,Grupo LATAM,3,N,La Serena,Martes,0
39415,Grupo LATAM,8,I,Sao Paulo,Sabado,0
30445,Grupo LATAM,6,N,Puerto Montt,Miercoles,0
1905,Sky Airline,1,N,Antofagasta,Miercoles,0
66835,Grupo LATAM,12,I,Bogota,Domingo,0
53768,Grupo LATAM,10,N,Calama,Jueves,0
42255,Grupo LATAM,8,N,Copiapo,Jueves,0
59743,Grupo LATAM,11,N,Antofagasta,Viernes,1
8512,Grupo LATAM,2,N,Punta Arenas,Viernes,0
27801,Avianca,6,I,Bogota,Jueves,0
27160,Grupo LATAM,5,I,Lima,Miercoles,1
33369,Grupo LATAM,7,I,Sao Paulo,Sabado,0
8126,Sky Airline,2,N,Arica,Lunes,0
40896,Grupo LATAM,8,N,Copiapo,Jueves,0
26789,Grupo LATAM,5,I,Lima,Martes,0
33807,Sky Airline,7,N,Puerto Montt,Martes,0
61338,Grupo LATAM,11,I,Lima,Miercoles,0
27076,Grupo LATAM,5,N,Antofagasta,Lunes,0
8787,Grupo LATAM,2,N,Calama,Martes,0
41592,Grupo LATAM,8,N,Concepcion,Miercoles,0
49851,Air France,10,I,Paris,Viernes,0
35646,Grupo LATAM,7,N,Concepcion,Lunes,0
52281,Grupo LATAM,10,N,Antofagasta,Martes,0
13536,Sky Airline,3,N,Iquique,Jueves,0
4273,Grupo LATAM,1,N,Copiapo,Lunes,0
18714,Sky Airline,4,N,Calama,Martes,0
18076,Grupo LATAM,4,I,Rio de Janeiro,Sabado,0
53148,Grupo LATAM,10,N,Puerto Montt,Domingo,0
35238,Grupo LATAM,7,N,Calama,Domingo,0
56323,Copa Air,11,I,Ciudad de Panama,Lunes,0
57020,Sky Airline,11,N,Puerto Montt,Viernes,0
12721,Sky Airline,3,N,Puerto Montt,Martes,0
14515,Grupo LATAM,3,N,Iquique,Domingo,0
61447,Latin American Wings,11,N,Antofagasta,Viernes,1
59187,Grupo LATAM,11,N,Valdivia,Sabado,0
7704,Sky Airline,2,N,Calama,Viernes,0
41408,Grupo LATAM,8,N,Iquique,Lunes,0
25894,Grupo LATAM,5,N,Calama,Miercoles,0
1662,Sky Airline,1,N,La Serena,Domingo,0
14059,Grupo LATAM,3,N,Copiapo,Martes,0
18380,Sky Airline,4,N,Temuco,Viernes,1
52127,Grupo LATAM,10,N,Temuco,Domingo,0
989,Grupo LATAM,1,I,Sao Paulo,Lunes,0
47133,Grupo LATAM,9,N,Concepcion,Domingo,0
25084,Grupo LATAM,5,N,Concepcion,Lunes,0
66395,Grupo LATAM,12,I,Mendoza,Miercoles,0
56046,Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
28834,Sky Airline,6,N,Copiapo,Viernes,1
30741,Grupo LATAM,6,N,Copiapo,Domingo,0
22206,American Airlines,5,I,Dallas,Sabado,0
12760,Sky Airline,3,N,Punta Arenas,Jueves,1
47863,Grupo LATAM,9,N,Copiapo,Sabado,0
762,Iberia,1,I,Madrid,Domingo,0
48948,Grupo LATAM,9,I,Lima,Lunes,0
10890,Grupo LATAM,2,I,Lima,Miercoles,0
32932,Copa Air,7,I,Ciudad de Panama,Lunes,0
28962,Sky Airline,6,N,Calama,Miercoles,1
11655,Latin American Wings,2,I,Lima,Lunes,0
14185,Grupo LATAM,3,N,Antofagasta,Lunes,0
16898,Grupo LATAM,3,I,La Paz,Jueves,0
63107,Sky Airline,12,N,Punta Arenas,Domingo,0
58879,Grupo LATAM,11,N,Concepcion,Lunes,1
62341,Copa Air,12,I,Ciudad de Panama,Viernes,0
23985,Sky Airline,5,N,Iquique,Viernes,1
18521,Sky Airline,4,N,La Serena,Jueves,0
20603,Grupo LATAM,4,N,Copiapo,Domingo,0
28068,Gol Trans,6,I,Sao Paulo,Lunes,0
31090,Grupo LATAM,6,I,Montevideo,Sabado,0
36201,Grupo LATAM,7,N,Punta Arenas,Domingo,0
16702,Grupo LATAM,3,I,La Paz,Jueves,0
28371,Grupo LATAM,6,I,Rio de Janeiro,Domingo,0
17217,Air Canada,4,I,Buenos Aires,Domingo,0
5887,Grupo LATAM,1,I,Lima,Jueves,0
58999,Grupo LATAM,11,N,Concepcion,Jueves,1
28954,Sky Airline,6,N,Calama,Martes,0
63931,Sky Airline,12,N,Iquique,Lunes,1
26422,Grupo LATAM,5,I,Buenos Aires,Jueves,0
41642,Grupo LATAM,8,N,Concepcion,Jueves,0
30968,Grupo LATAM,6,N,Calama,Sabado,0
63803,Sky Airline,12,N,Antofagasta,Martes,1
55298,Grupo LATAM,10,I,Buenos Aires,Miercoles,0
51210,Sky Airline,10,N,Concepcion,Martes,0
48235,Grupo LATAM,9,N,Arica,Domingo,1
27288,Latin American Wings,5,N,Concepcion,Miercoles,1
59936,Grupo LATAM,11,N,Calama,Domingo,0
1099,Grupo LATAM,1,I,Rio de Janeiro,Martes,0
49231,Grupo LATAM,9,N,Antofagasta,Jueves,1
1157,Grupo LATAM,1,I,Sao Paulo,Sabado,1
31160,Grupo LATAM,6,I,Mendoza,Lunes,1
6757,Gol Trans,2,I,Florianapolis,Viernes,0
17449,Aerolineas Argentinas,4,I,Buenos Aires,Domingo,0
47838,Grupo LATAM,9,N,La Serena,Jueves,0
6189,Air Canada,2,I,Buenos Aires,Miercoles,0
54882,Grupo LATAM,10,I,Sao Paulo,Domingo,0
42796,Grupo LATAM,8,I,Mendoza,Viernes,0
19729,Grupo LATAM,4,N,Iquique,Sabado,0
34416,Sky Airline,7,N,Antofagasta,Viernes,0
62601,K.L.M.,12,I,Buenos Aires,Miercoles,1
34721,Sky Airline,7,I,Mendoza,Lunes,0
30614,Grupo LATAM,6,N,Punta Arenas,Miercoles,0
60539,Grupo LATAM,11,I,Miami,Jueves,0
41168,Grupo LATAM,8,N,Calama,Martes,0
15945,Grupo LATAM,3,I,Buenos Aires,Viernes,1
23544,Sky Airline,5,N,Concepcion,Lunes,0
4348,Grupo LATAM,1,N,Antofagasta,Miercoles,0
58493,Grupo LATAM,11,N,Antofagasta,Viernes,0
54506,Grupo LATAM,10,I,Nueva York,Jueves,0
54743,Grupo LATAM,10,I,Lima,Lunes,0
54008,Grupo LATAM,10,I,Montevideo,Lunes,0
58921,Grupo LATAM,11,N,Concepcion,Lunes,0
11039,Grupo LATAM,2,I,Florianapolis,Viernes,0
1116,Grupo LATAM,1,I,Lima,Martes,0
5176,Grupo LATAM,1,I,Lima,Miercoles,0
26549,Grupo LATAM,5,I,Miami,Viernes,0
26603,Grupo LATAM,5,I,Nueva York,Sabado,0
55773,American Airlines,11,I,Miami,Lunes,0
23564,Sky Airline,5,N,Concepcion,Martes,0
26402,Grupo LATAM,5,I,Buenos Aires,Viernes,0
49083,Grupo LATAM,9,I,Sao Paulo,Miercoles,0
41088,Grupo LATAM,8,N,Calama,Miercoles,0
33713,Sky Airline,7,N,Punta Arenas,Domingo,0
65672,Grupo LATAM,12,N,Balmaceda,Domingo,0
42750,Grupo LATAM,8,I,Mendoza,Jueves,0
9474,Grupo LATAM,2,N,Puerto Montt,Domingo,0
6109,American Airlines,2,I,Miami,Lunes,0
55262,Grupo LATAM,10,I,Lima,Miercoles,0
47763,Grupo LATAM,9,N,La Serena,Sabado,1
58648,Grupo LATAM,11,N,Calama,Domingo,0
45575,Sky Airline,9,N,Concepcion,Viernes,0
7317,Sky Airline,2,N,Balmaceda,Viernes,0
37302,Grupo LATAM,7,I,Miami,Domingo,1
37687,Grupo LATAM,7,I,Lima,Miercoles,0
1418,Sky Airline,1,N,Valdivia,Jueves,0
509,Copa Air,1,I,Ciudad de Panama,Lunes,0
19463,Grupo LATAM,4,N,Antofagasta,Jueves,0
20438,Grupo LATAM,4,N,Puerto Montt,Lunes,0
43401,Grupo LATAM,8,I,Lima,Miercoles,0
57464,Sky Airline,11,N,Calama,Jueves,0
53995,Grupo LATAM,10,I,Montevideo,Martes,0
52272,Grupo LATAM,10,N,Copiapo,Sabado,0
19828,Grupo LATAM,4,N,Arica,Viernes,0
10576,Grupo LATAM,2,I,Buenos Aires,Sabado,0
60903,Grupo LATAM,11,I,Madrid,Sabado,1
28120,K.L.M.,6,I,Buenos Aires,Miercoles,0
4685,Grupo LATAM,1,N,Arica,Sabado,0
10840,Grupo LATAM,2,I,Ciudad de Mexico,Lunes,1
16248,Grupo LATAM,3,I,Bogota,Lunes,0
65671,Grupo LATAM,12,N,Balmaceda,Viernes,0
41096,Grupo LATAM,8,N,Calama,Sabado,0
36251,Grupo LATAM,7,N,Puerto Montt,Miercoles,0
31708,Grupo LATAM,6,I,Ciudad de Mexico,Domingo,0
31993,Grupo LATAM,6,N,Isla de Pascua,Jueves,0
33169,Gol Trans,7,I,Sao Paulo,Miercoles,0
25965,Grupo LATAM,5,N,Calama,Sabado,0
28683,Sky Airline,6,N,Concepcion,Lunes,0
34124,Sky Airline,7,N,La Serena,Martes,0
16766,Grupo LATAM,3,I,Mendoza,Lunes,0
35100,Grupo LATAM,7,N,Antofagasta,Sabado,0
11450,Grupo LATAM,2,I,Lima,Miercoles,0
37987,Grupo LATAM,7,I,Guayaquil,Sabado,0
61077,Grupo LATAM,11,N,Iquique,Sabado,0
52304,Grupo LATAM,10,N,Antofagasta,Martes,0
28285,Grupo LATAM,6,I,Sao Paulo,Miercoles,0
2402,Sky Airline,1,I,Montevideo,Martes,0
2662,Grupo LATAM,1,N,Punta Arenas,Viernes,0
25448,Grupo LATAM,5,N,Puerto Montt,Domingo,0
61243,Grupo LATAM,11,I,Guayaquil,Domingo,1
66807,Grupo LATAM,12,I,Guayaquil,Sabado,1
4183,Grupo LATAM,1,N,La Serena,Viernes,0
57614,Sky Airline,11,N,Antofagasta,Viernes,1
14269,Grupo LATAM,3,N,Calama,Jueves,0
45748,Sky Airline,9,N,Copiapo,Lunes,0
64146,Sky Airline,12,I,Buenos Aires,Miercoles,1
2894,Grupo LATAM,1,N,Antofagasta,Domingo,0
63666,Sky Airline,12,N,Calama,Martes,1
42544,Grupo LATAM,8,N,Calama,Viernes,1
28034,Delta Air,6,I,Atlanta,Lunes,0
5402,Grupo LATAM,1,I,Sao Paulo,Viernes,0
20492,Grupo LATAM,4,N,La Serena,Viernes,0
36505,Grupo LATAM,7,N,Antofagasta,Martes,0
9690,Grupo LATAM,2,N,Balmaceda,Miercoles,0
66684,Grupo LATAM,12,I,Miami,Viernes,0
61160,Grupo LATAM,11,N,Antofagasta,Lunes,0
51518,Sky Airline,10,N,Antofagasta,Sabado,0
4547,Grupo LATAM,1,N,Calama,Lunes,0
3028,Grupo LATAM,1,N,La Serena,Viernes,1
36783,Grupo LATAM,7,N,Iquique,Martes,1
2700,Grupo LATAM,1,N,Punta Arenas,Viernes,0
27250,Grupo LATAM,5,I,Lima,Miercoles,1
9045,Grupo LATAM,2,N,Iquique,Viernes,0
18706,Sky Airline,4,N,Calama,Jueves,0
51521,Sky Airline,10,N,Antofagasta,Miercoles,0
26038,Grupo LATAM,5,N,Arica,Miercoles,0
42311,Grupo LATAM,8,N,Antofagasta,Jueves,0
1606,Sky Airline,1,N,Concepcion,Viernes,0
18831,Sky Airline,4,N,Antofagasta,Miercoles,0
55582,JetSmart SPA,10,N,Antofagasta,Miercoles,1
52177,Grupo LATAM,10,N,Puerto Montt,Miercoles,1
41169,Grupo LATAM,8,N,Calama,Lunes,0
38848,British Airways,8,I,Londres,Martes,0
54455,Grupo LATAM,10,I,Miami,Domingo,0
62231,Avianca,12,I,Bogota,Viernes,0
30093,Grupo LATAM,6,N,Concepcion,Miercoles,0
21671,Grupo LATAM,4,I,Madrid,Domingo,0
51363,Sky Airline,10,N,Copiapo,Domingo,0
39748,Sky Airline,8,N,Puerto Montt,Domingo,0
49775,American Airlines,10,I,Dallas,Lunes,0
19587,Grupo LATAM,4,N,Calama,Viernes,0
51755,Sky Airline,10,N,Iquique,Miercoles,1
31752,Grupo LATAM,6,I,Lima,Domingo,0
6782,Iberia,2,I,Madrid,Martes,1
22390,Aerolineas Argentinas,5,I,Buenos Aires,Sabado,0
42881,Grupo LATAM,8,I,Buenos Aires,Sabado,0
7134,Grupo LATAM,2,I,Sao Paulo,Jueves,1
49684,JetSmart SPA,9,N,Copiapo,Viernes,0
41968,Grupo LATAM,8,N,Puerto Montt,Jueves,0
35778,Grupo LATAM,7,N,Concepcion,Jueves,1
65111,Grupo LATAM,12,N,Arica,Domingo,0
30936,Grupo LATAM,6,N,Calama,Domingo,0
11120,Grupo LATAM,2,N,Isla de Pascua,Miercoles,0
52690,Grupo LATAM,10,N,Iquique,Sabado,0
62776,Grupo LATAM,12,I,Asuncion,Viernes,1
5392,Grupo LATAM,1,I,Sao Paulo,Martes,1
35939,Grupo LATAM,7,N,Valdivia,Viernes,0
25629,Grupo LATAM,5,N,La Serena,Viernes,0
4367,Grupo LATAM,1,N,Antofagasta,Viernes,0
22072,Latin American Wings,4,N,Concepcion,Viernes,0
16219,Grupo LATAM,3,I,Bogota,Miercoles,0
13318,Sky Airline,3,N,Calama,Jueves,1
59863,Grupo LATAM,11,N,Calama,Lunes,0
17450,Aerolineas Argentinas,4,I,Buenos Aires,Domingo,1
56247,Copa Air,11,I,Ciudad de Panama,Jueves,0
48562,Grupo LATAM,9,I,Buenos Aires,Miercoles,1
26325,Grupo LATAM,5,I,Buenos Aires,Domingo,0
50099,Avianca,10,I,Bogota,Martes,0
55326,Grupo LATAM,10,I,Buenos Aires,Miercoles,0
64549,Grupo LATAM,12,N,Punta Arenas,Domingo,0
1726,Sky Airline,1,N,Copiapo,Domingo,0
23931,Sky Airline,5,N,Iquique,Sabado,0
63035,Grupo LATAM,12,I,Sao Paulo,Lunes,1
48933,Grupo LATAM,9,I,Lima,Domingo,0
56904,Sky Airline,11,N,Puerto Montt,Viernes,0
63604,Sky Airline,12,N,Calama,Domingo,0
16815,Grupo LATAM,3,I,Mendoza,Domingo,0
976,Grupo LATAM,1,I,Sao Paulo,Miercoles,1
15880,Grupo LATAM,3,I,Buenos Aires,Miercoles,0
55286,Grupo LATAM,10,I,Buenos Aires,Lunes,0
22951,Avianca,5,I,Lima,Sabado,0
64171,Sky Airline,12,I,Buenos Aires,Domingo,1
38473,Air Canada,8,I,Toronto,Lunes,0
67957,JetSmart SPA,12,N,Antofagasta,Jueves,0
50867,Sky Airline,10,N,Puerto Montt,Lunes,0
11941,Aerolineas Argentinas,3,I,Buenos Aires,Martes,0
44511,Avianca,9,I,Bogota,Lunes,1
57047,Sky Airline,11,N,Balmaceda,Domingo,0
24141,Sky Airline,5,I,Buenos Aires,Viernes,0
13111,Sky Airline,3,N,La Serena,Miercoles,0
